Price,Close,High,Low,Open,Volume
Ticker,8308.T,8308.T,8308.T,8308.T,8308.T
Date,,,,,
2023-03-28,587.2973022460938,595.949251565262,571.0279088758762,577.4228079729409,26320600
2023-03-29,594.3504028320312,598.4883083430578,585.9805719843841,586.638882961024,21365400
2023-03-30,614.146240234375,616.8239137676472,597.1238245204597,601.2359722717963,20410300
2023-03-31,611.5641479492188,618.7365187226654,608.9820827969974,618.2583606711023,14861100
2023-04-03,629.1603393554688,629.2559476108898,611.181551300039,617.0151141031811,13151100
2023-04-04,637.8628540039062,639.5842113514253,623.6137204244733,626.9608268547786,13198800
2023-04-05,623.900634765625,629.0647065831216,618.832112839793,623.518084985558,12292200
2023-04-06,616.4413452148438,620.4578845770546,611.7554312663507,616.0588537896687,10348500
2023-04-07,623.900634765625,630.6904555950543,620.9360198923589,625.0481673680233,6915600
2023-04-10,627.7258911132812,632.8899628651506,627.2477330787248,629.3515817356526,6920300
2023-04-11,618.0670166015625,633.0811894140124,617.3975837305177,633.0811894140124,15088800
2023-04-12,626.6738891601562,628.6821878649249,619.7884020003329,624.474373942561,8344600
2023-04-13,616.5369873046875,622.1792171448674,609.4602249782706,619.7884269493078,11208500
2023-04-14,614.2418212890625,620.1709928015003,608.0257666195023,619.6928347499958,10929500
2023-04-17,621.7967529296875,622.274910989712,613.9549490715043,617.7802135517006,10551600
2023-04-18,634.70703125,643.4094847415877,631.9336911075443,634.4201480829298,12137700
2023-04-19,647.1390380859375,647.3303129565282,635.5675796574964,635.9501293986779,11270000
2023-04-20,649.8168334960938,654.4071394099228,641.7837543702129,644.0789365115808,10276000
2023-04-21,640.3491821289062,646.0870782353262,635.3763855317937,638.436550093433,10933400
2023-04-24,633.5593872070312,643.4094309117153,633.2725040639627,641.6880736844045,8235300
2023-04-25,636.906494140625,642.0706241974333,635.0894702842554,636.7152192553914,7552500
2023-04-26,621.9879760742188,627.4389308098222,619.6927942295129,626.3870065128564,8713600
2023-04-27,638.149658203125,638.819091080132,622.6573272546478,623.6136432592588,11260500
2023-04-28,645.2265014648438,663.2052329481282,621.8923646581122,643.79202727678,23395800
2023-05-01,648.0953979492188,649.3385971388859,639.7754366508316,645.1307831765822,9029400
2023-05-02,641.4011840820312,646.4696474548649,635.3764046626667,645.5133314083341,8482700
2023-05-08,629.6384887695312,640.3491814619073,626.4825992191695,640.3491814619073,11473900
2023-05-09,640.827392578125,642.1662584600778,624.4744106841858,635.7589289431364,11641700
2023-05-10,642.9313354492188,646.756600046113,637.1934385538774,645.0352426512917,6884400
2023-05-11,642.7400512695312,642.7400512695312,635.6633468887517,638.8191784618632,7387400
2023-05-12,637.3847045898438,639.488611762646,631.1686497063719,637.3847045898438,10733900
2023-05-15,621.7967529296875,624.2831514942535,611.6597670358251,621.605478031897,25836100
2023-05-16,621.1272583007812,631.646734576853,618.8320764929882,626.6738795725668,19860200
2023-05-17,633.5593872070312,633.8462703500998,612.1378842014524,616.823856224204,18945100
2023-05-18,635.8545532226562,644.4613975133403,634.0375294137302,643.1225317205634,16207700
2023-05-19,626.6738891601562,634.0375343398437,623.613666159246,634.0375343398437,13649600
2023-05-22,619.8841552734375,629.6385919159269,619.788488634753,624.8570110489131,10558000
2023-05-23,622.3704833984375,629.2559707398881,618.5452191386206,627.3433386099797,12771100
2023-05-24,626.1957397460938,629.0646879047065,622.2748672768829,623.9006162405434,11065400
2023-05-25,613.4767456054688,617.397618059908,611.1815637396656,617.1107349189075,13370400
2023-05-26,600.7577514648438,610.1296370370882,596.8368206569022,608.4082798289452,15737000
2023-05-29,607.1651000976562,609.36461539903,603.8179938311177,606.3043922815573,9409300
2023-05-30,603.1485595703125,606.1131160522737,597.7931545343523,606.0175077924301,8917600
2023-05-31,605.8262329101562,614.3374693167544,601.4272023170904,601.714085465525,26973200
2023-06-01,614.7199096679688,617.5888576518288,601.4271523640881,602.2878017379085,9542500
2023-06-02,622.7530517578125,623.0399349120806,612.9986159303817,614.3374818088357,9695100
2023-06-05,631.8380126953125,641.2098981155407,628.3952399659706,638.7234997850979,12144100
2023-06-06,625.0481567382812,625.2394316250619,616.3457038943158,622.2748751711134,11443100
2023-06-07,616.1544799804688,633.0812874051115,616.1544799804688,633.0812874051115,15012700
2023-06-08,618.7364501953125,626.100095047614,616.3456602022858,622.2748310587713,13545700
2023-06-09,618.2583618164062,626.8652067604862,617.1107708167484,618.7365198688551,17384800
2023-06-12,617.4932861328125,625.526305944144,617.1107363646493,621.6054334805191,11566100
2023-06-13,618.9277954101562,621.1273107799382,613.3811736697357,615.3894141445577,15963500
2023-06-14,633.9419555664062,634.99387991147,625.143835917949,626.3870351536339,16522000
2023-06-15,634.03759765625,644.1745253421063,625.0482026375437,627.1521098088266,18970600
2023-06-16,635.7589111328125,650.5818102054692,631.5511554496568,638.8191342280444,22493000
