Price,Close,High,Low,Open,Volume
Ticker,7012.T,7012.T,7012.T,7012.T,7012.T
Date,,,,,
2020-04-13,1337.3287353515625,1372.3276967450606,1333.644634152247,1354.8282160483116,685600
2020-04-14,1366.8013916015625,1370.4854923875505,1304.171678239766,1319.829106580215,1100900
2020-04-15,1337.3287353515625,1365.8805196462583,1321.6713052544712,1354.8282160483116,1253500
2020-04-16,1318.9080810546875,1324.434232232291,1294.040400755472,1298.6455267368083,986400
2020-04-17,1384.3009033203125,1389.8270546309723,1333.6445163059298,1346.5388693641362,1400000
2020-04-20,1374.1695556640625,1394.432109433908,1366.8013542932097,1379.695706692202,888900
2020-04-21,1344.6966552734375,1356.6699816560092,1323.5130778273492,1348.3807556988443,1077400
2020-04-22,1317.0660400390625,1342.8547457181492,1310.618863619291,1324.4342416616587,817800
2020-04-23,1382.4586181640625,1383.3796432261304,1328.1181395020506,1334.5653149365266,824100
2020-04-24,1370.4854736328125,1385.2218765751009,1351.143944771059,1380.6167506556358,854700
2020-04-27,1432.194091796875,1432.194091796875,1375.0905331528838,1384.300784547076,840700
2020-04-28,1434.0361328125,1456.1407360157755,1423.904856344332,1446.9304846810774,696900
2020-04-30,1514.1654052734375,1533.5069341729159,1490.2187504455121,1490.2187504455121,1166900
2020-05-01,1443.246337890625,1473.6401663209956,1429.4309613313656,1470.8770910091437,1102100
2020-05-07,1406.405517578125,1414.6947445972494,1392.5901392129174,1407.3265428024722,889300
2020-05-08,1472.71923828125,1476.4033389398646,1418.3787535666822,1434.9572065304487,964000
2020-05-11,1547.3223876953125,1555.6116147722516,1506.7972775413878,1509.5603532337009,1043900
2020-05-12,1459.8248291015625,1536.2699147895307,1439.562276268607,1521.5335127291994,2557100
2020-05-13,1440.4833984375,1446.009549582401,1381.5377862252237,1386.1429121793078,1693400
2020-05-14,1367.7222900390625,1418.3786711516204,1367.7222900390625,1414.6945707070706,1453600
2020-05-15,1389.8270263671875,1413.7736815597302,1361.2752451760791,1395.3531775654667,1084200
2020-05-18,1391.6689453125,1398.1161211015055,1368.6433174946228,1389.82689508707,723900
2020-05-19,1461.6668701171875,1488.3765986826559,1457.9827696253988,1465.3509706089762,1100900
2020-05-20,1484.6925048828125,1485.613530009911,1428.509972129803,1428.509972129803,882700
2020-05-21,1481.00830078125,1516.9282782255714,1474.5611253425257,1500.349827097423,773300
2020-05-22,1441.4044189453125,1488.3767035243611,1431.2731418792432,1484.692602773063,697700
2020-05-25,1486.5345458984375,1486.5345458984375,1462.5878927427004,1472.71916907782,769500
2020-05-26,1556.5323486328125,1566.6636242748011,1504.9549453645063,1518.7703212399454,1096400
2020-05-27,1615.478271484375,1622.8464734067666,1538.1121512992625,1557.4536813455404,1244300
2020-05-28,1660.6083984375,1706.659657406926,1630.214567517679,1676.2658264871047,1422300
2020-05-29,1571.26904296875,1621.0044054073858,1566.6639168170245,1597.9787746487582,1727100
