Price,Close,High,Low,Open,Volume
Ticker,7012.T,7012.T,7012.T,7012.T,7012.T
Date,,,,,
2023-03-28,2663.6591796875,2703.514429258884,2641.8336858745993,2662.7102451738956,1247600
2023-03-29,2697.82080078125,2697.82080078125,2666.5059620806587,2689.280390226543,962100
2023-03-30,2748.229248046875,2756.9537853422617,2721.0862431278933,2743.382282882771,947000
2023-03-31,2805.423583984375,2818.9950871549972,2775.3723983922823,2776.3417914758984,1344000
2023-04-03,2846.13818359375,2852.9239353938715,2793.7909554213857,2827.719714421992,1169300
2023-04-04,2847.107421875,2863.587103921944,2814.1480577811117,2845.16863575183,1074400
2023-04-05,2785.066162109375,2818.0255249745746,2769.555873702222,2802.5152365674217,1197700
2023-04-06,2719.1474609375,2764.7089335450087,2717.2086748690954,2743.382286792558,976700
2023-04-07,2772.464111328125,2781.1886487413954,2711.392349435233,2717.2087077107462,1062900
2023-04-10,2779.249755859375,2792.8212579807673,2760.8312886946287,2780.219148868046,977800
2023-04-11,2814.14794921875,2820.9337003880682,2775.3722282512163,2818.9949143396916,1137300
2023-04-12,2812.209228515625,2836.4440546834603,2809.3010493754846,2823.8419450761858,886000
2023-04-13,2791.851806640625,2800.576343536377,2767.616981930203,2799.60695054796,830200
2023-04-14,2791.851806640625,2815.1172383626304,2789.9130206637915,2800.576343536377,744900
2023-04-17,2793.79052734375,2828.6886741114026,2782.1578117545323,2826.749888179866,1099700
2023-04-18,2818.025390625,2827.719320417312,2804.453888915764,2819.9641765834626,1010100
2023-04-19,2818.025390625,2841.290822126548,2799.606924019608,2827.719320417312,1017700
2023-04-20,2818.994873046875,2826.750017126784,2796.698833817137,2798.637619837114,779300
2023-04-21,2824.811279296875,2834.5052095621354,2802.515239686776,2810.2703838989846,796900
2023-04-24,2840.321533203125,2852.9236423948114,2809.300956731282,2824.8112449672035,757800
2023-04-25,2831.59716796875,2863.58713939736,2829.6583818215618,2859.709567102983,724300
2023-04-26,2792.8212890625,2818.025507568444,2777.3110007511495,2804.4540052960124,910100
2023-04-27,2823.841796875,2827.71936885835,2777.310933074794,2777.310933074794,839200
2023-04-28,2848.07666015625,2856.8011972363747,2811.239725817946,2850.9848391829582,957000
2023-05-01,2898.485107421875,2902.3626794719376,2858.7399939087322,2868.433924033889,1331000
2023-05-02,2892.6689453125,2908.1792345635054,2872.3116906705554,2908.1792345635054,1052500
2023-05-08,2875.2197265625,2892.6688010999665,2857.7706520250335,2890.730015040248,978400
2023-05-09,2892.6689453125,2892.6689453125,2853.893222184987,2878.1280491396824,943700
2023-05-10,2786.03564453125,2951.8018572016895,2735.6272055905315,2922.720065505121,6721100
2023-05-11,2713.330810546875,2769.555600476035,2689.095987301547,2741.443205511455,3214300
2023-05-12,2668.7392578125,2700.72923075395,2659.045326618121,2682.3107614846303,2581400
2023-05-15,2685.21875,2725.9332581227436,2672.61664034296,2694.912680505415,1439200
