Price,Close,High,Low,Open,Volume
Ticker,9021.T,9021.T,9021.T,9021.T,9021.T
Date,,,,,
2024-03-28,3071.123046875,3158.8694196428573,3071.123046875,3157.8944599454367,2501800
2024-03-29,3058.448486328125,3099.3967924887183,3049.673849293712,3071.122962044499,1253700
2024-04-01,3024.3251953125,3079.897901996192,3015.5505574150748,3064.298545734103,1708800
2024-04-02,2972.652099609375,3041.874237711135,2966.8023414599306,3041.874237711135,2138300
2024-04-03,2978.501708984375,2999.950821127634,2960.9524354126174,2983.376507198752,1934800
2024-04-04,2973.627197265625,3003.8509491066857,2968.752398581583,2978.501995949667,1757700
2024-04-05,2986.301513671875,2994.1011911480014,2950.2280053447903,2965.827360297043,1457900
2024-04-08,3007.75048828125,3008.7254479208873,2978.5016990921295,2990.201214767778,1174000
2024-04-09,3000.926025390625,3020.425219837608,2986.301629555388,3001.9009851129745,1319900
2024-04-10,2984.3515625,2990.201320544757,2974.601965758739,2978.5018044552435,1370900
2024-04-11,2981.4267578125,2992.1513144952787,2942.428369875123,2964.8524429391146,1750400
2024-04-12,3011.650390625,3030.1746241704436,2973.6269638738263,2980.451681495832,1525900
2024-04-15,3036.99951171875,3036.99951171875,2976.552009398826,2993.126324551063,1400400
2024-04-16,2999.951171875,3025.300125553502,2992.151493820076,3018.4754072554433,1768000
2024-04-17,2896.605224609375,2998.0010318659806,2896.605224609375,2998.0010318659806,3227900
2024-04-18,2942.428466796875,2961.927661407855,2916.104554072052,2919.029433263699,2480000
2024-04-19,2886.855712890625,2946.328255439199,2873.6937567528257,2942.4284165835547,2237900
2024-04-22,2976.552001953125,2980.4518408027197,2919.5168587778035,2935.603694032381,1809600
2024-04-23,2977.52685546875,2985.326532889755,2959.0026215938624,2977.52685546875,1317900
2024-04-24,2940.478515625,2963.8775489058357,2936.578676744861,2942.4284350650696,1747100
2024-04-25,2900.505126953125,2929.753918149291,2900.505126953125,2924.8791196165967,1869500
2024-04-26,2889.293212890625,2923.904283940943,2879.056135537714,2923.904283940943,2099100
2024-04-30,2919.029296875,2926.82897435496,2874.1811513652306,2922.9291356149797,3114000
2024-05-01,3168.619140625,3173.4939393028844,3020.425260817308,3021.4002205528845,8830800
2024-05-02,3126.695556640625,3192.0178523359546,3101.346606072288,3186.168094512492,3659400
2024-05-07,3095.4970703125,3136.4453780142717,3087.6973926550195,3110.1214659202756,2346700
2024-05-08,3061.37353515625,3098.422004689988,3048.699058736813,3095.497125516272,2320900
2024-05-09,3069.173095703125,3090.622208824303,3048.698942269273,3065.27325695382,1575300
2024-05-10,3042.849365234375,3120.8461448622984,3039.924485998328,3099.3970304646195,2348500
2024-05-13,3050.648681640625,3050.648681640625,3012.6252560784696,3031.149489044648,2629400
2024-05-14,3068.1982421875,3080.872718561328,3042.8492894398432,3047.724088045162,1464600
2024-05-15,3041.874267578125,3090.622252635467,3039.9243481758313,3075.997857118264,1645300
2024-05-16,3016.525390625,3046.749142114779,2999.9510752918954,3041.874343487395,1494300
2024-05-17,3080.87255859375,3082.822477934632,3010.6754623219936,3015.550260674199,1523500
2024-05-20,3092.572265625,3116.946258891275,3078.922829395886,3086.722507241094,1414800
2024-05-21,3107.196533203125,3127.6706867008547,3090.6222184668673,3093.5470975379717,1315700
2024-05-22,3091.59716796875,3110.1214020246966,3083.7974904715097,3090.6222082815952,1248300
2024-05-23,3104.271484375,3117.920919293734,3086.722210908056,3091.597009093318,1072200
2024-05-24,3104.271484375,3130.595394575416,3084.7722916339508,3090.6220494562654,1107600
2024-05-27,3156.91943359375,3156.91943359375,3113.046248136147,3119.8709658739963,1624600
2024-05-28,3136.4453125,3177.3936193464406,3136.4453125,3158.8693852968604,1426800
2024-05-29,3026.27490234375,3105.246637875272,3026.27490234375,3095.4970408960717,2401300
2024-05-30,3035.049560546875,3040.8993187747196,2993.1262932473196,3017.50028586334,1582500
2024-05-31,3059.423583984375,3084.7725365604088,3043.8242285529695,3053.573825697598,4785400
2024-06-03,3058.448486328125,3109.1463891936214,3056.4985669871444,3085.747357101854,1402600
2024-06-04,3075.997802734375,3083.7974802056506,3059.423488107914,3066.24820589528,1361800
2024-06-05,3065.273193359375,3088.6722253697517,3060.39839502388,3085.7473463684546,1217500
2024-06-06,3081.84765625,3085.7474951063746,3051.623905113097,3056.4987036835655,1150000
2024-06-07,3074.048095703125,3086.722572469424,3050.6490616730343,3072.098176200617,920000
2024-06-10,3076.97265625,3105.2464861078106,3075.9976965997307,3080.8724948510776,1189700
2024-06-11,3036.99951171875,3095.497094608999,3036.99951171875,3077.947819741924,1459700
2024-06-12,2944.37841796875,3022.37519725269,2942.4284984866517,3022.37519725269,3215600
2024-06-13,2850.7822265625,2945.35331957774,2846.8823876752735,2942.4284404123205,4512600
2024-06-14,2828.845458984375,2843.9573337437264,2803.9839876060873,2807.883826253662,5267300
2024-06-17,2817.633544921875,2845.4198964894435,2802.0341896558716,2836.1577793002543,3315300
2024-06-18,2806.908935546875,2834.695286593449,2796.1843790025837,2818.6084517770114,3139900
2024-06-19,2826.8955078125,2838.1075437979607,2798.6216779361202,2812.271113048855,2031300
2024-06-20,2785.947265625,2828.3580114009187,2775.710189058399,2826.4080920548995,2356700
2024-06-21,2819.58349609375,2830.7955328174976,2792.7721039282665,2798.134382361363,3166500
2024-06-24,2845.907470703125,2846.882430439577,2818.6085980824714,2825.433316237635,1470000
2024-06-25,2880.5185546875,2896.1179105429746,2857.119520904288,2861.5068397386403,1926300
2024-06-26,2881.980712890625,2910.2545426179013,2874.18103572448,2900.9924259831037,1981800
2024-06-27,2895.142822265625,2900.5051006028743,2883.9307857422864,2887.8306245330127,1631500
2024-06-28,2920.00439453125,2923.904233455499,2896.1178811202267,2899.530240178944,1974000
2024-07-01,2876.131103515625,2936.5786046742583,2860.0442685298594,2935.6036449781514,1712500
2024-07-02,2867.84375,2875.643427035526,2851.7569161142274,2875.643427035526,1951500
