Price,Close,High,Low,Open,Volume
Ticker,4578.T,4578.T,4578.T,4578.T,4578.T
Date,,,,,
2024-03-28,6172.08447265625,6312.828864234921,6152.399942365527,6278.380936226155,1106800
2024-03-29,6169.1318359375,6229.169653740975,6149.447305510131,6215.390482441817,200600
2024-04-01,6233.1064453125,6272.475505443955,6176.021308121892,6224.248406782923,557500
2024-04-02,6269.52294921875,6328.576540577168,6229.169661790497,6267.5544961734695,1181300
2024-04-03,6248.8544921875,6306.9238598106,6183.895538575219,6268.539023585161,1358300
2024-04-04,6216.37451171875,6297.081083910159,6194.721528935689,6249.838212383481,1109200
2024-04-05,6119.9208984375,6146.495016201703,6040.198545144892,6121.8893516052185,1335900
2024-04-08,6170.1162109375,6206.532593104463,6125.826016410113,6131.7313756804315,834800
2024-04-09,6164.21044921875,6182.910752353853,6106.141086851848,6151.415504968415,615100
2024-04-10,6228.18505859375,6285.270193454438,6204.563623478983,6262.632984802786,837600
2024-04-11,6205.54833984375,6214.406378711092,6107.125685762167,6151.41588009888,961900
2024-04-12,6285.2705078125,6313.813076670403,6211.4535193868915,6291.175866886549,1036400
2024-04-15,6245.9013671875,6290.191559674648,6171.100153209207,6200.626948200638,688400
2024-04-16,6236.0595703125,6259.6810080788355,6158.305670998313,6201.611640236594,921200
2024-04-17,6162.2421875,6229.1695902711235,6157.3210549433,6201.611247953602,643400
2024-04-18,6096.298828125,6192.753023339119,6088.425016270787,6140.589019804953,777700
2024-04-19,6088.42529296875,6112.046729604905,5970.318109787979,6062.835403279583,1008800
2024-04-22,6222.2802734375,6246.885937283741,6122.873391498685,6186.848117498912,706700
2024-04-23,6239.99609375,6306.9234966482645,6224.248469538644,6241.964546776419,653300
2024-04-24,6257.71240234375,6282.318066083699,6207.516848314254,6258.696628893347,971800
2024-04-25,6173.06884765625,6277.396860706563,6161.258129197724,6257.712329942353,871000
2024-04-26,6269.52294921875,6292.160159239476,6119.920517777423,6146.494633888711,919100
2024-04-30,6635.6552734375,6635.6552734375,6272.475683419933,6426.999248820362,2201400
2024-05-01,6457.51025390625,6737.030588018332,6437.825723334976,6637.623708633401,1467500
2024-05-02,6281.33349609375,6396.487996100483,6241.9644362623885,6375.819239689018,1270800
2024-05-07,6362.0400390625,6370.898077483224,6255.743578013808,6276.412334328831,1206600
2024-05-08,6283.30224609375,6375.819541070695,6219.327520843735,6375.819541070695,1013100
2024-05-09,6350.2294921875,6370.898249059158,6241.96457524072,6300.033939784902,739100
2024-05-10,6482.11572265625,6490.973761147581,6390.582658245829,6390.582658245829,1027600
2024-05-13,6521.48486328125,6554.94856466241,6430.936024249878,6432.904477272299,880900
2024-05-14,6536.24853515625,6601.207487621287,6464.3999968237085,6494.911019951226,1020500
2024-05-15,6486.052734375,6602.1914631544005,6454.557485892451,6547.07477830994,982200
2024-05-16,6484.08447265625,6536.248479494559,6454.557676332679,6486.052925744488,768800
2024-05-17,6404.36181640625,6440.778196797679,6353.182038558835,6353.182038558835,873500
2024-05-20,6402.3935546875,6484.084356384512,6363.024493628699,6367.945626261049,775300
2024-05-21,6362.0400390625,6442.7466113402115,6355.150453624159,6418.140949060421,515200
2024-05-22,6250.82275390625,6342.355822102327,6245.901621207537,6342.355822102327,697900
2024-05-23,6131.7314453125,6243.933272722713,6078.583211276084,6183.895452792687,1954800
2024-05-24,6086.45654296875,6153.383943505923,5991.970801033918,6004.76574525426,864900
2024-05-27,6054.9619140625,6086.457164590784,5979.176467478818,6086.457164590784,543600
2024-05-28,6054.9619140625,6110.078602486996,6027.403569850252,6066.772633010606,669000
2024-05-29,6005.75,6056.929777122255,5984.097017371353,6008.70267944936,770400
2024-05-30,6157.3212890625,6157.3212890625,5983.113189931416,6035.277197015865,1140000
2024-05-31,6371.88232421875,6382.708815656255,6092.361999832262,6108.109623741359,3029000
2024-06-03,6379.75634765625,6473.257867716007,6350.229551847906,6395.503972087367,855200
2024-06-04,6361.05615234375,6363.0246054312765,6270.507310317505,6282.3180288426665,888900
2024-06-05,6463.41552734375,6486.0527372004435,6330.544947750114,6345.30834548274,976300
2024-06-06,6361.05615234375,6524.4377586084975,6315.781731330627,6503.769001189463,1196100
2024-06-07,6311.8447265625,6439.794175253148,6187.832183985411,6380.740583549772,1687700
2024-06-10,6437.82568359375,6511.642672780347,6303.970876535388,6390.582810514328,1478800
2024-06-11,6477.19482421875,6550.027587779331,6418.141232142602,6437.825762834652,920600
2024-06-12,6447.66796875,6465.384046209548,6355.150675350137,6378.772111962868,866000
2024-06-13,6266.56982421875,6413.2195656681915,6254.75910678658,6386.645451445809,861400
2024-06-14,6217.35888671875,6250.822588182806,6161.257975440775,6168.147561036316,1610000
2024-06-17,6158.3056640625,6252.791415021426,6117.952374590459,6217.359258411829,754100
2024-06-18,6175.037109375,6178.974015405842,6099.2516682813,6159.289485251634,841400
2024-06-19,6187.83203125,6207.516561331915,6142.557612061596,6153.384103606649,651800
2024-06-20,6114.99951171875,6226.217111078837,6063.81973148225,6151.415893810106,618600
2024-06-21,6287.2392578125,6430.936335401828,6247.87019545926,6276.412765665359,2525800
2024-06-24,6419.12548828125,6462.431456003478,6287.239132036281,6287.239132036281,1198900
2024-06-25,6484.08447265625,6547.0749714798685,6419.125520744393,6446.683863979726,1133800
2024-06-26,6644.51318359375,6674.039978958557,6494.910753745394,6510.658377939958,1698300
2024-06-27,6628.62451171875,6630.610616441362,6528.326223226826,6580.957998376053,1095800
